,Port Number,Description
3014,1750,Simple Socket Library's PortMaster
3015,1750,Simple Socket Library's PortMaster
3016,1751,SwiftNet
3017,1751,SwiftNet
3018,1752,Leap of Faith Research License Manager
3019,1752,Leap of Faith Research License Manager
3020,1753,Predatar Comms Service
3021,1753,Reserved
3022,1754,oracle-em2
3023,1754,oracle-em2
3024,1755,ms-streaming
3025,1755,ms-streaming
3026,1756,capfast-lmd
3027,1756,capfast-lmd
3028,1757,cnhrp
3029,1757,cnhrp
3030,1758,tftp-mcast
3031,1758,tftp-mcast
3032,1759,SPSS License Manager
3033,1759,SPSS License Manager
3034,1760,www-ldap-gw
3035,1760,www-ldap-gw
3036,1761,cft-0
3037,1761,cft-0
3038,1762,cft-1
3039,1762,cft-1
3040,1763,cft-2
3041,1763,cft-2
3042,1764,cft-3
3043,1764,cft-3
3044,1765,cft-4
3045,1765,cft-4
3046,1766,cft-5
3047,1766,cft-5
3048,1767,cft-6
3049,1767,cft-6
3050,1768,cft-7
3051,1768,cft-7
3052,1769,bmc-net-adm
3053,1769,bmc-net-adm
3054,1770,bmc-net-svc
3055,1770,bmc-net-svc
3056,1771,vaultbase
3057,1771,vaultbase
3058,1772,EssWeb Gateway
3059,1772,EssWeb Gateway
3060,1773,KMSControl
3061,1773,KMSControl
3062,1774,global-dtserv
3063,1774,global-dtserv
3064,1775,data interchange between visual processing containers
3065,1775,Reserved
3066,1776,Federal Emergency Management Information System
3067,1776,Federal Emergency Management Information System
3068,1777,powerguardian
3069,1777,powerguardian
3070,1778,prodigy-internet
3071,1778,prodigy-internet
3072,1779,pharmasoft
3073,1779,pharmasoft
3074,1780,dpkeyserv
3075,1780,dpkeyserv
3076,1781,answersoft-lm
3077,1781,answersoft-lm
3078,1782,hp-hcip
3079,1782,hp-hcip
3080,1783,"Decomissioned Port 04/14/00, ms"
3081,1784,Finle License Manager
3082,1784,Finle License Manager
3083,1785,Wind River Systems License Manager
3084,1785,Wind River Systems License Manager
3085,1786,funk-logger
3086,1786,funk-logger
3087,1787,funk-license
3088,1787,funk-license
3089,1788,psmond
3090,1788,psmond
3091,1789,hello
3092,1789,hello
3093,1790,Narrative Media Streaming Protocol
3094,1790,Narrative Media Streaming Protocol
3095,1791,EA1
3096,1791,EA1
3097,1792,ibm-dt-2
3098,1792,ibm-dt-2
3099,1793,rsc-robot
3100,1793,rsc-robot
3101,1794,cera-bcm
3102,1794,cera-bcm
3103,1795,dpi-proxy
3104,1795,dpi-proxy
3105,1796,Vocaltec Server Administration
3106,1796,Vocaltec Server Administration
3107,1797,UMA
3108,1797,UMA
3109,1798,Event Transfer Protocol
3110,1798,Event Transfer Protocol
3111,1799,NETRISK
3112,1799,NETRISK
3113,1800,ANSYS-License manager
3114,1800,ANSYS-License manager
3115,1801,Microsoft Message Que
3116,1801,Microsoft Message Que
3117,1802,ConComp1
3118,1802,ConComp1
3119,1803,HP-HCIP-GWY
3120,1803,HP-HCIP-GWY
3121,1804,ENL
3122,1804,ENL
3123,1805,ENL-Name
3124,1805,ENL-Name
3125,1806,Musiconline
3126,1806,Musiconline
3127,1807,Fujitsu Hot Standby Protocol
3128,1807,Fujitsu Hot Standby Protocol
3129,1808,Oracle-VP2
3130,1808,Oracle-VP2
3131,1809,Oracle-VP1
3132,1809,Oracle-VP1
3133,1810,Jerand License Manager
3134,1810,Jerand License Manager
3135,1811,Scientia-SDB
3136,1811,Scientia-SDB
3137,1812,RADIUS
3138,1812,RADIUS
3139,1813,RADIUS Accounting
3140,1813,RADIUS Accounting
3141,1814,TDP Suite
3142,1814,TDP Suite
3143,1815,MMPFT
3144,1815,MMPFT
3145,1816,HARP
3146,1816,HARP
3147,1817,RKB-OSCS
3148,1817,RKB-OSCS
3149,1818,Enhanced Trivial File Transfer Protocol
3150,1818,Enhanced Trivial File Transfer Protocol
3151,1819,Plato License Manager
3152,1819,Plato License Manager
3153,1820,mcagent
3154,1820,mcagent
3155,1821,donnyworld
3156,1821,donnyworld
3157,1822,es-elmd
3158,1822,es-elmd
3159,1823,Unisys Natural Language License Manager
3160,1823,Unisys Natural Language License Manager
3161,1824,metrics-pas
3162,1824,metrics-pas
3163,1825,DirecPC Video
3164,1825,DirecPC Video
3165,1826,ARDT
3166,1826,ARDT
3167,1827,ASI
3168,1827,ASI
3169,1828,itm-mcell-u
3170,1828,itm-mcell-u
3171,1829,Optika eMedia
3172,1829,Optika eMedia
3173,1830,Oracle Net8 CMan Admin
3174,1830,Oracle Net8 CMan Admin
3175,1831,Myrtle
3176,1831,Myrtle
3177,1832,ThoughtTreasure
3178,1832,ThoughtTreasure
3179,1833,udpradio
3180,1833,udpradio
3181,1834,ARDUS Unicast
3182,1834,ARDUS Unicast
3183,1835,ARDUS Multicast
3184,1835,ARDUS Multicast
3185,1836,ste-smsc
3186,1836,ste-smsc
3187,1837,csoft1
3188,1837,csoft1
3189,1838,TALNET
3190,1838,TALNET
3191,1839,netopia-vo1
3192,1839,netopia-vo1
3193,1840,netopia-vo2
3194,1840,netopia-vo2
3195,1841,netopia-vo3
3196,1841,netopia-vo3
3197,1842,netopia-vo4
3198,1842,netopia-vo4
3199,1843,netopia-vo5
3200,1843,netopia-vo5
3201,1844,DirecPC-DLL
3202,1844,DirecPC-DLL
3203,1845,altalink
3204,1845,altalink
3205,1846,Tunstall PNC
3206,1846,Tunstall PNC
3207,1847,SLP Notification
3208,1847,SLP Notification
3209,1848,fjdocdist
3210,1848,fjdocdist
3211,1849,ALPHA-SMS
3212,1849,ALPHA-SMS
3213,1850,GSI
3214,1850,GSI
3215,1851,ctcd
3216,1851,ctcd
3217,1852,Virtual Time
3218,1852,Virtual Time
3219,1853,VIDS-AVTP
3220,1853,VIDS-AVTP
3221,1854,Buddy Draw
3222,1854,Buddy Draw
3223,1855,Fiorano RtrSvc
3224,1855,Fiorano RtrSvc
3225,1856,Fiorano MsgSvc
3226,1856,Fiorano MsgSvc
3227,1857,DataCaptor
3228,1857,DataCaptor
3229,1858,PrivateArk
3230,1858,PrivateArk
3231,1859,Gamma Fetcher Server
3232,1859,Gamma Fetcher Server
3233,1860,SunSCALAR Services
3234,1860,SunSCALAR Services
3235,1861,LeCroy VICP
3236,1861,LeCroy VICP
3237,1862,MySQL Cluster Manager Agent
3238,1862,MySQL Cluster Manager Agent
3239,1863,MSNP
3240,1863,MSNP
3241,1864,Paradym 31 Port
3242,1864,Paradym 31 Port
3243,1865,ENTP
3244,1865,ENTP
3245,1866,swrmi
3246,1866,swrmi
3247,1867,UDRIVE
3248,1867,UDRIVE
3249,1868,VizibleBrowser
3250,1868,VizibleBrowser
3251,1869,TransAct
3252,1869,TransAct
3253,1870,SunSCALAR DNS Service
3254,1870,SunSCALAR DNS Service
3255,1871,Cano Central 0
3256,1871,Cano Central 0
3257,1872,Cano Central 1
3258,1872,Cano Central 1
3259,1873,Fjmpjps
3260,1873,Fjmpjps
3261,1874,Fjswapsnp
3262,1874,Fjswapsnp
3263,1875,westell stats
3264,1875,westell stats
3265,1876,ewcappsrv
3266,1876,ewcappsrv
3267,1877,hp-webqosdb
3268,1877,hp-webqosdb
3269,1878,drmsmc
3270,1878,drmsmc
3271,1879,NettGain NMS
3272,1879,NettGain NMS
3273,1880,Gilat VSAT Control
3274,1880,Gilat VSAT Control
3275,1881,IBM WebSphere MQ Everyplace
3276,1881,IBM WebSphere MQ Everyplace
3277,1882,CA eTrust Common Services
3278,1882,CA eTrust Common Services
3279,1883,Message Queuing Telemetry Transport Protocol
3280,1883,Message Queuing Telemetry Transport Protocol
3281,1884,Internet Distance Map Svc
3282,1884,Internet Distance Map Svc
3283,1885,Veritas Trap Server
3284,1885,Veritas Trap Server
3285,1886,Leonardo over IP
3286,1886,Leonardo over IP
3287,1887,FileX Listening Port
3288,1887,FileX Listening Port
3289,1888,NC Config Port
3290,1888,NC Config Port
3291,1889,Unify Web Adapter Service
3292,1889,Unify Web Adapter Service
3293,1890,wilkenListener
3294,1890,wilkenListener
3295,1891,ChildKey Notification
3296,1891,ChildKey Notification
3297,1892,ChildKey Control
3298,1892,ChildKey Control
3299,1893,ELAD Protocol
3300,1893,ELAD Protocol
3301,1894,O2Server Port
3302,1894,O2Server Port
3303,1895,unassigned
3304,1895,unassigned
3305,1896,b-novative license server
3306,1896,b-novative license server
3307,1897,MetaAgent
3308,1897,MetaAgent
3309,1898,Cymtec secure management
3310,1898,Cymtec secure management
3311,1899,MC2Studios
3312,1899,MC2Studios
3313,1900,SSDP
3314,1900,SSDP
3315,1901,Fujitsu ICL Terminal Emulator Program A
3316,1901,Fujitsu ICL Terminal Emulator Program A
3317,1902,Fujitsu ICL Terminal Emulator Program B
3318,1902,Fujitsu ICL Terminal Emulator Program B
3319,1903,Local Link Name Resolution
3320,1903,Local Link Name Resolution
3321,1904,Fujitsu ICL Terminal Emulator Program C
3322,1904,Fujitsu ICL Terminal Emulator Program C
3323,1905,Secure UP.Link Gateway Protocol
3324,1905,Secure UP.Link Gateway Protocol
3325,1906,TPortMapperReq
3326,1906,TPortMapperReq
3327,1907,IntraSTAR
3328,1907,IntraSTAR
3329,1908,Dawn
3330,1908,Dawn
3331,1909,Global World Link
3332,1909,Global World Link
3333,1910,UltraBac Software communications port
3334,1910,UltraBac Software communications port
3335,1911,Starlight Networks Multimedia Transport Protocol
3336,1911,Starlight Networks Multimedia Transport Protocol
3337,1912,rhp-iibp
3338,1912,rhp-iibp
3339,1913,armadp
3340,1913,armadp
3341,1914,Elm-Momentum
3342,1914,Elm-Momentum
3343,1915,FACELINK
3344,1915,FACELINK
3345,1916,Persoft Persona
3346,1916,Persoft Persona
3347,1917,nOAgent
3348,1917,nOAgent
3349,1918,IBM Tivole Directory Service - NDS
3350,1918,IBM Tivole Directory Service - NDS
3351,1919,IBM Tivoli Directory Service - DCH
3352,1919,IBM Tivoli Directory Service - DCH
3353,1920,IBM Tivoli Directory Service - FERRET
3354,1920,IBM Tivoli Directory Service - FERRET
3355,1921,NoAdmin
3356,1921,NoAdmin
3357,1922,Tapestry
3358,1922,Tapestry
3359,1923,SPICE
3360,1923,SPICE
3361,1924,XIIP
3362,1924,XIIP
3363,1925,Surrogate Discovery Port
3364,1925,Surrogate Discovery Port
3365,1926,Evolution Game Server
3366,1926,Evolution Game Server
3367,1927,Videte CIPC Port
3368,1927,Videte CIPC Port
3369,1928,Expnd Maui Srvr Dscovr
3370,1928,Expnd Maui Srvr Dscovr
3371,1929,Bandwiz System - Server
3372,1929,Bandwiz System - Server
3373,1930,Drive AppServer
3374,1930,Drive AppServer
3375,1931,AMD SCHED
3376,1931,AMD SCHED
3377,1932,CTT Broker
3378,1932,CTT Broker
3379,1933,IBM LM MT Agent
3380,1933,IBM LM MT Agent
3381,1934,IBM LM Appl Agent
3382,1934,IBM LM Appl Agent
3383,1935,Macromedia Flash Communications Server MX
3384,1935,Macromedia Flash Communications server MX
3385,1936,JetCmeServer Server Port
3386,1936,JetCmeServer Server Port
3387,1937,JetVWay Server Port
3388,1937,JetVWay Server Port
3389,1938,JetVWay Client Port
3390,1938,JetVWay Client Port
3391,1939,JetVision Server Port
3392,1939,JetVision Server Port
3393,1940,JetVision Client Port
3394,1940,JetVision Client Port
3395,1941,DIC-Aida
3396,1941,DIC-Aida
3397,1942,Real Enterprise Service
3398,1942,Real Enterprise Service
3399,1943,Beeyond Media
3400,1943,Beeyond Media
3401,1944,close-combat
3402,1944,close-combat
3403,1945,dialogic-elmd
3404,1945,dialogic-elmd
3405,1946,tekpls
3406,1946,tekpls
3407,1947,SentinelSRM
3408,1947,SentinelSRM
3409,1948,eye2eye
3410,1948,eye2eye
3411,1949,ISMA Easdaq Live
3412,1949,ISMA Easdaq Live
3413,1950,ISMA Easdaq Test
3414,1950,ISMA Easdaq Test
3415,1951,bcs-lmserver
3416,1951,bcs-lmserver
3417,1952,mpnjsc
3418,1952,mpnjsc
3419,1953,Rapid Base
3420,1953,Rapid Base
3421,1954,ABR-API (diskbridge)
3422,1954,ABR-API (diskbridge)
3423,1955,ABR-Secure Data (diskbridge)
3424,1955,ABR-Secure Data (diskbridge)
3425,1956,Vertel VMF DS
3426,1956,Vertel VMF DS
3427,1957,unix-status
3428,1957,unix-status
3429,1958,CA Administration Daemon
3430,1958,CA Administration Daemon
3431,1959,SIMP Channel
3432,1959,SIMP Channel
3433,1960,Merit DAC NASmanager
3434,1960,Merit DAC NASmanager
3435,1961,BTS APPSERVER
3436,1961,BTS APPSERVER
3437,1962,BIAP-MP
3438,1962,BIAP-MP
3439,1963,WebMachine
3440,1963,WebMachine
3441,1964,SOLID E ENGINE
3442,1964,SOLID E ENGINE
3443,1965,Tivoli NPM
3444,1965,Tivoli NPM
3445,1966,Slush
3446,1966,Slush
3447,1967,SNS Quote
3448,1967,SNS Quote
3449,1968,LIPSinc
3450,1968,LIPSinc
3451,1969,LIPSinc 1
3452,1969,LIPSinc 1
3453,1970,NetOp Remote Control
3454,1970,NetOp Remote Control
3455,1971,NetOp School
3456,1971,NetOp School
3457,1972,Cache
3458,1972,Cache
3459,1973,Data Link Switching Remote Access Protocol
3460,1973,Data Link Switching Remote Access Protocol
3461,1974,DRP
3462,1974,DRP
3463,1975,TCO Flash Agent
3464,1975,TCO Flash Agent
3465,1976,TCO Reg Agent
3466,1976,TCO Reg Agent
3467,1977,TCO Address Book
3468,1977,TCO Address Book
3469,1978,UniSQL
3470,1978,UniSQL
3471,1979,UniSQL Java
3472,1979,UniSQL Java
3473,1980,PearlDoc XACT
3474,1980,PearlDoc XACT
3475,1981,p2pQ
3476,1981,p2pQ
3477,1982,Evidentiary Timestamp
3478,1982,Evidentiary Timestamp
3479,1983,Loophole Test Protocol
3480,1983,Loophole Test Protocol
3481,1984,BB
3482,1984,BB
3483,1985,Hot Standby Router Protocol
3484,1985,Hot Standby Router Protocol
3485,1986,cisco license management
3486,1986,cisco license management
3487,1987,cisco RSRB Priority 1 port
3488,1987,cisco RSRB Priority 1 port
3489,1988,cisco RSRB Priority 2 port
3490,1988,cisco RSRB Priority 2 port
3491,1989,cisco RSRB Priority 3 port
3492,1989,cisco RSRB Priority 3 port
3493,1989,MHSnet system
3494,1989,MHSnet system
3495,1990,cisco STUN Priority 1 port
3496,1990,cisco STUN Priority 1 port
3497,1991,cisco STUN Priority 2 port
3498,1991,cisco STUN Priority 2 port
3499,1992,cisco STUN Priority 3 port
3500,1992,cisco STUN Priority 3 port
3501,1992,IPsendmsg
3502,1992,IPsendmsg
3503,1993,cisco SNMP TCP port
3504,1993,cisco SNMP TCP port
3505,1994,cisco serial tunnel port
3506,1994,cisco serial tunnel port
3507,1995,cisco perf port
3508,1995,cisco perf port
3509,1996,cisco Remote SRB port
3510,1996,cisco Remote SRB port
3511,1997,cisco Gateway Discovery Protocol
3512,1997,cisco Gateway Discovery Protocol
3513,1998,cisco X.25 service (XOT)
3514,1998,cisco X.25 service (XOT)
3515,1999,cisco identification port
3516,1999,cisco identification port
3517,2000,Cisco SCCP
3518,2000,Cisco SCCp
3519,2001,
3520,2001,curry
3521,2002,
3522,2002,
3523,2003,Brutus Server
3524,2003,Brutus Server
3525,2004,
3526,2004,CCWS mm conf
3527,2005,
3528,2005,
3529,2006,
3530,2006,raid
3531,2007,
3532,2007,
3533,2008,
3534,2008,
3535,2009,
3536,2009,
3537,2010,
3538,2010,"IANA assigned this well-formed service name as a replacement for ""pipe_server""."
3539,2010,
3540,2011,raid
3541,2011,
3542,2012,
3543,2012,
3544,2013,
3545,2013,
3546,2014,
3547,2014,
3548,2015,
3549,2015,
3550,2016,
3551,2016,
3552,2017,
3553,2017,
3554,2018,
3555,2018,
3556,2019,
3557,2019,
3558,2020,
3559,2020,
3560,2021,
3561,2021,
3562,2022,
3563,2022,
3564,2023,
3565,2023,
3566,2024,
3567,2024,
3568,2025,
3569,2025,
3570,2026,
3571,2026,
3572,2027,
3573,2027,
3574,2028,
3575,2028,
3576,2029,Hot Standby Router Protocol IPv6
3577,2029,Hot Standby Router Protocol IPv6
3578,2030,
3579,2030,
3580,2031,mobrien-chat
3581,2031,mobrien-chat
3582,2032,
3583,2032,
3584,2033,
3585,2033,
3586,2034,
3587,2034,
3588,2035,
3589,2035,
3590,2036,Ethernet WS DP network
3591,2036,Ethernet WS DP network
3592,2037,APplus Application Server
3593,2037,APplus Application Server
3594,2038,
3595,2038,
3596,2039,Prizma Monitoring Service
3597,2039,Prizma Monitoring Service
3598,2040,
3599,2040,
3600,2041,
3601,2041,
3602,2042,isis
3603,2042,isis
3604,2043,isis-bcast
3605,2043,isis-bcast
3606,2044,
3607,2044,
3608,2045,
3609,2045,
3610,2046,
3611,2046,
3612,2047,
3613,2047,
3614,2048,
3615,2048,
3616,2049,
3617,2049,
3618,2049,Network File System - Sun Microsystems
3619,2049,Network File System - Sun Microsystems
3620,2049,Network File System
3621,2050,Avaya EMB Config Port
3622,2050,Avaya EMB Config Port
3623,2051,EPNSDP
3624,2051,EPNSDP
3625,2052,clearVisn Services Port
3626,2052,clearVisn Services Port
3627,2053,Lot105 DSuper Updates
3628,2053,Lot105 DSuper Updates
3629,2054,Weblogin Port
3630,2054,Weblogin Port
3631,2055,Iliad-Odyssey Protocol
3632,2055,Iliad-Odyssey Protocol
3633,2056,OmniSky Port
3634,2056,OmniSky Port
3635,2057,Rich Content Protocol
3636,2057,Rich Content Protocol
3637,2058,NewWaveSearchables RMI
3638,2058,NewWaveSearchables RMI
3639,2059,BMC Messaging Service
3640,2059,BMC Messaging Service
3641,2060,Telenium Daemon IF
3642,2060,Telenium Daemon IF
3643,2061,NetMount
3644,2061,NetMount
3645,2062,ICG SWP Port
3646,2062,ICG SWP Port
3647,2063,ICG Bridge Port
3648,2063,ICG Bridge Port
3649,2064,ICG IP Relay Port
3650,2064,ICG IP Relay Port
3651,2065,Data Link Switch Read Port Number
3652,2065,Data Link Switch Read Port Number
3653,2066,AVM USB Remote Architecture
3654,2066,AVM USB Remote Architecture
3655,2067,Data Link Switch Write Port Number
3656,2067,Data Link Switch Write Port Number
3657,2068,Avocent AuthSrv Protocol
3658,2068,Avocent AuthSrv Protocol
3659,2069,HTTP Event Port
3660,2069,HTTP Event Port
3661,2070,AH and ESP Encapsulated in UDP packet
3662,2070,AH and ESP Encapsulated in UDP packet
3663,2071,Axon Control Protocol
3664,2071,Axon Control Protocol
3665,2072,GlobeCast mSync
3666,2072,GlobeCast mSync
3667,2073,DataReel Database Socket
3668,2073,DataReel Database Socket
3669,2074,Vertel VMF SA
3670,2074,Vertel VMF SA
3671,2075,Newlix ServerWare Engine
3672,2075,Newlix ServerWare Engine
3673,2076,Newlix JSPConfig
3674,2076,Newlix JSPConfig
3675,2077,Old Tivoli Storage Manager
3676,2077,Old Tivoli Storage Manager
3677,2078,IBM Total Productivity Center Server
3678,2078,IBM Total Productivity Center Server
3679,2079,IDWARE Router Port
3680,2079,IDWARE Router Port
3681,2080,Autodesk NLM (FLEXlm)
3682,2080,Autodesk NLM (FLEXlm)
3683,2081,KME PRINTER TRAP PORT
3684,2081,KME PRINTER TRAP PORT
3685,2082,Infowave Mobility Server
3686,2082,Infowave Mobility Server
3687,2083,Secure Radius Service
3688,2083,Secure Radius Service
3689,2084,SunCluster Geographic
3690,2084,SunCluster Geographic
3691,2085,ADA Control
3692,2085,ADA Control
3693,2086,GNUnet
3694,2086,GNUnet
3695,2087,ELI - Event Logging Integration
